Código,Descripción,Definición,cuenta_digepres,descripcion_digepres
10151516,Semillas o plántulas de soya,Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas leguminosas procedente de Asia,2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151517,Semillas o plántulas de espinaca,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas hortense, comestible, anual, de la familia de las Quenopodiáceas, con tallo ramoso, hojas radicales, estrechas, agudas y suaves, con pecíolos rojizos, flores dioicas, sin corola, y semillas redondas o con cuernecillos, según las variedades.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151518,Semillas o plántulas de tomate,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas tomatera, que es una planta herbácea anual originaria de América, de la familia de las Solanáceas, con tallos de uno a dos metros de largo, vellosos, huecos, endebles y ramosos; hojas algo vellosas recortadas en segmentos desiguales dentados por los bordes, y flores amarillas en racimos sencillos. Se cultiva mucho en las huertas por su fruto, que es el tomate.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151519,Semillas o plántulas de nabo,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas anual de la familia de las Crucíferas, de cinco a seis decímetros de altura, con hojas glaucas, rugosas, lampiñas, grandes, partidas en tres lóbulos oblongos las radicales, y enteras, lanceoladas y algo envainadoras las superiores; flores en espiga terminal, pequeñas y amarillas, fruto seco en vainillas cilíndricas con 15 ó 20 semillas, y raíz carnosa, comestible, ahusada, blanca o amarillenta",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151520,Semillas o plántulas de acelga,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas hortense de la familia de las Quenopodiáceas, de hojas grandes, anchas, lisas y jugosas, y cuyo pecíolo es grueso y acanalado por el interior. Es comestible.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151521,Semillas o plántulas de pimiento morrón,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevo arbusto trepador, de la familia de las Piperáceas, con tallos ramosos que llegan a diez metros de longitud, leñosos en las partes viejas, herbáceos en las recientes, y con nudos gruesos de trecho en trecho, de donde nacen raíces adventicias. Tiene hojas alternas, pecioladas, gruesas, enteras, nerviosas, aovadas y de color verde oscuro, flores en espigas, pequeñas y verdosas, y su fruto es la pimienta. Es planta tropical.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151522,Semillas o plántulas de remolacha,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Quenopodiáceas, con tallo derecho, grueso, ramoso, de uno a dos metros de altura, hojas grandes, enteras, ovales, con nervio central rojizo, flores pequeñas y verdosas en espiga terminal, fruto seco con una semilla lenticular, y raíz grande, carnosa, fusiforme, generalmente encarnada, que es comestible y de la cual se extrae azúcar.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151523,Semillas o plántulas de coliflor,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas hortense, de la familia de las Crucíferas, con hojas radicales muy anchas por lo común y de pencas gruesas, flores en panoja al extremo de un bohordo, pequeñas, blancas o amarillas, y semilla muy menuda. Se cultivan muchas variedades, todas comestibles, que se distinguen por el color y la forma de sus hojas. La más vulgar tiene las pencas blancas",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151524,Semillas o plántulas de perejil,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea vivaz, de la familia de las Umbelíferas, que crece hasta siete decímetros de altura, con tallos angulosos y ramificados, hojas pecioladas, lustrosas, de color verde oscuro, partidas en tres gajos dentados, flores blancas o verdosas y semillas menudas, parduscas, aovadas y con venas muy finas. Espontánea en algunas partes, se cultiva mucho en las huertas, por ser un condimento muy usado.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151525,Semillas o plántulas de brócoli,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de brécol, que es una variedad de la col común, cuyas hojas, de color más oscuro, son más recortadas que las de esta y no se apiñan.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151526,Semillas o plántulas de repollo,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de repollo, que es una especie de col que tiene hojas firmes, comprimidas y abrazadas tan estrechamente, que forman entre todas, antes de echar el tallo, a manera de una cabeza.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151527,Semillas o plántulas de papa,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Solanáceas, originaria de América y cultivada hoy en casi todo el mundo, con tallos ramosos de cuatro a seis decímetros de altura, hojas desigual y profundamente partidas, flores blancas o moradas en corimbos terminales, fruto en baya carnosa, amarillenta, con muchas semillas blanquecinas, y raíces fibrosas que en sus extremos llevan gruesos tubérculos redondeados, carnosos, muy feculentos, pardos por fuera, amarillentos o rojizos por dentro y que son uno de los alimentos más útiles para el hombre.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151528,Semillas o plántulas de batata,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de la familia de las Convolvuláceas, de tallos rastreros y ramosos, hojas alternas lobuladas, flores en campanilla y raíces tuberculosas de fécula azucarada.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151529,Semillas o plántulas de calabaza,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de calabaza, muy vario en su forma, tamaño y color, por lo común grande, redondo y con multitud de pipas o semillas",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151530,Semillas o plántulas de rábano,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Crucíferas, con tallo ramoso y velludo de seis a ocho decímetros de altura, hojas ásperas, grandes, partidas en lóbulos dentados las radicales y casi enteras las superiores, flores blancas, amarillas o purpurinas, en racimos terminales, fruto seco en vainilla estriada, con muchas semillas menudas, y raíz carnosa, casi redonda, o fusiforme, blanca, roja, amarillenta o negra, según las variedades, de sabor picante.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151531,Semillas o plántulas de repollitos de bruselas,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de la variedad del col, con la diferencia que en vez de desarrollarse en un solo cogollo, tiene tallos alrededor de los cuales crecen apretados muchos cogollos pequeños",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151532,Semillas o plántulas de ahuyama,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de calabaza, muy vario en su forma, tamaño y color, por lo común grande, redondo y con multitud de pipas o semillas",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151533,Semillas o plántulas de okra,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas anual o perenne de porte erguido. En nuestras latitudes, su robusto tallo central puede alcanzar los 1,75 m de altura y hasta 3 m en zonas tropicales. Generalmente desarrolla ramas que nacen de las axilas de las hojas del tallo central. Las hojas son palmeadas, pentalobuladas las superiores, trilobuladas las intermedias y acorazonadas con hendidura en la pared basal y borde festoneado las inferiores.El haz presenta color verde oscuro en las hojas más adultas y verde claro en las jóvenes.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151534,Semillas o plántulas de melón cantalupo,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea monoica de tallos rastreros. Se cultiva por su fruto, una baya pepónide de temporada veraniega con un gran contenido de agua y de sabor dulce.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151535,Semillas o plántulas de maní,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas anual de la familia de las fabáceas (también conocidas como leguminosas), cuyos frutos, de tipo legumbre, contienen semillas apreciadas en la gastronomía.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151601,Semillas de trigo,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas  de cereales, tanto cultivados como silvestres, que pertenecen al género Triticum; son plantas anuales de la familia de las gramíneas, ampliamente cultivadas en todo el mundo.3 La palabra trigo designa tanto a la planta como a sus semillas comestibles, tal y como ocurre con los nombres de otros cereales",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151602,Semillas de canola,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas anual que alcanza de 0,3 a 1 metro de altura, las hojas tienen de 5 a 40 cm, la floración se produce a principios de primavera con flores amarillas, el fruto es una silicua de 5 a 7 cm con varias semillas de 1,5 a 2 mm de diámetro.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151603,Semillas de cebada,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas monocotiledónea anual perteneciente a la familia de las poáceas (gramíneas); a su vez, es un cereal de gran importancia tanto para animales como para humanos y actualmente el quinto cereal más cultivado en el mundo (53 millones de hectáreas o 132 millones de acres).",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151604,Semillas de mijo,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de la familia de las Gramíneas, originaria de la India, con tallos de unos seis decímetros de longitud, hojas planas, largas y puntiagudas, y flores en panojas terminales, encorvadas en el ápice.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
10151605,Semillas de avena,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas anual de la familia de las Gramíneas, con cañas delgadas, guarnecidas de algunas hojas estrechas, y flores en panoja radiada, con una arista torcida, más larga que la flor, inserta en el dorso del cascabillo. Se cultiva para alimento.",2.6.7.9.01,"Semillas, cultivos, plantas y árboles  que generan productos  recurrentes"
