Código UNSPSC,Descripción,Definición,Código Segmento,Segmento,Código Familia,Familia,Código Clase,Clase,Fecha Versión
10141602,Yugos,"Instrumento de madera al cual, formando yunta, se uncen por el cuello las mulas, o por la cabeza o el cuello, los bueyes, y en el que va sujeta la lanza o pértigo del carro, el timón del arado, etc.",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141603,Bocados para caballos,Parte del freno que entra en la boca de la caballería,10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141604,Riendas,"Cada una de las dos correas, cintas o cuerdas que, unidas por uno de sus extremos a las camas del freno, lleva asidas por el otro quien gobierna la caballería",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141605,Estribos,"Pieza de metal, madera o cuero en que el jinete apoya el pie, la cual está pendiente de la ación",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141606,Correas o traíllas,Cinta de cuero para sujetar la silla de montar,10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141607,Arneses de cuello para animales,"Aro, por lo común de cuero, que se ciñe al cuello de los animales domésticos para adorno, sujeción o defensa",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141608,Arneses o sus accesorios,"Conjunto de armas que se acomodaban al cuerpo, asegurándolas con correas y hebillas",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141609,Sujetadores,"Equipos que se utilizan para unir  algo epara que no puede separarse, dividirse o inclinarse",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141610,Bozales,"Aparato, comúnmente de correas o alambres, que se pone en la boca a los perros para que no muerdan. Esportilla, comúnmente de esparto, la cual, colgada de la cabeza, se pone en la boca a las bestias de labor y de carga, para que no hagan daño a los panes ",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10141611,Soportes para correas,Elemento que sirve para apoyar o sostener las correas,10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10140000,Productos  de  talabarteria  y  arreo,10141600,Arneses,2026-06-18 12:27:54
10151501,Semillas o plántulas de fríjol," Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Papilionáceas, con tallos endebles, volubles, de tres a cuatro metros de longitud, hojas grandes, compuestas de tres",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151502,Semillas o plántulas de zanahoria," Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea umbelífera, con flores blancas, y purpúrea la central de la umbela; fruto seco y comprimido y raíz fusiforme, de unos dos decímetros de largo, a",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151503,Semillas o plántulas de apio," Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de la familia de las Umbelíferas, de cinco a seis decímetros de altura, con tallo jugoso, grueso, lampiño, hueco, asurcado y ramoso, hojas largas y hendi",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151504,Semillas o plántulas de chiles,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Solanáceas, con tallos ramosos de cuatro a seis decímetros de altura, hojas lanceoladas, enteras y lampiñas, flores b",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151505,Semillas o plántulas de calabacín,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de calabaza, muy vario en su forma, tamaño y color, por lo común grande, redondo y con multitud de pipas o semillas",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151506,Semillas o plántulas de alverja,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas hortense de la familia de las Papilionáceas, con tallos volubles de uno a dos metros de longitud, hojas pecioladas, compuestas de tres pares de hojuelas e",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151507,Semillas o plántulas de pepino cohombro,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Cucurbitáceas, con tallos blandos, rastreros, vellosos y de dos a tres metros de longitud, hojas pecioladas, pelosas,",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151508,Semillas o plántulas de berenjena,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas  anual de la familia de las Solanáceas, de cuatro a seis decímetros de altura, ramosa, con hojas grandes, aovadas, de color verde, casi cubiertas de un po",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151509,Semillas o plántulas de endivias,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de endibia.  Variedad lisa de escarola, de la que se consume el cogollo de hojas tiernas y pálidas",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151510,Semillas o plántulas de ajo,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de la familia de las Liliáceas, de 30 a 40 cm de altura, con hojas ensiformes muy estrechas y bohordo con flores pequeñas y blancas. El bulbo es también b",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151511,Semillas o plántulas de puerro,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas  de herbácea anual, de la familia de las Liliáceas, con cebolla alargada y sencilla, tallo de seis a ocho decímetros, hojas planas, largas, estrechas y en",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151512,Semillas o plántulas de lechuga,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea de la familia de las Compuestas, con tallo ramoso de cuatro a seis decímetros de altura, hojas grandes, radicales, blandas, nerviosas, trasovadas",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151513,Semillas o plántulas de maíz,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas de la familia de las Gramíneas, con el tallo grueso, de uno a tres metros de altura, según las especies, hojas largas, planas y puntiagudas, flores mascul",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151514,Semillas o plántulas de melón,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Cucurbitáceas, con tallos tendidos, ramosos, ásperos, con zarcillos, y de tres a cuatro metros de longitud, hojas pec",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151515,Semillas o plántulas cebolla,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas hortense, de la familia de las Liliáceas, con tallo de seis a ocho decímetros de altura, hueco, fusiforme e hinchado hacia la base, hojas fistulosas y cil",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151516,Semillas o plántulas de soya,Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas leguminosas procedente de Asia,10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151517,Semillas o plántulas de espinaca,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas hortense, comestible, anual, de la familia de las Quenopodiáceas, con tallo ramoso, hojas radicales, estrechas, agudas y suaves, con pecíolos rojizos, flo",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151518,Semillas o plántulas de tomate,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas tomatera, que es una planta herbácea anual originaria de América, de la familia de las Solanáceas, con tallos de uno a dos metros de largo, vellosos, huec",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151519,Semillas o plántulas de nabo,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas anual de la familia de las Crucíferas, de cinco a seis decímetros de altura, con hojas glaucas, rugosas, lampiñas, grandes, partidas en tres lóbulos oblon",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151520,Semillas o plántulas de acelga,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas hortense de la familia de las Quenopodiáceas, de hojas grandes, anchas, lisas y jugosas, y cuyo pecíolo es grueso y acanalado por el interior. Es comestib",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151521,Semillas o plántulas de pimiento morrón,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevo arbusto trepador, de la familia de las Piperáceas, con tallos ramosos que llegan a diez metros de longitud, leñosos en las partes viejas, herbáceos en las reciente",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
10151522,Semillas o plántulas de remolacha,"Grano que en diversas formas produce las plantas y que al caer o ser sembrado produce nuevas plantas herbácea anual, de la familia de las Quenopodiáceas, con tallo derecho, grueso, ramoso, de uno a dos metros de altura, hojas grandes, enteras, ovales, con",10000000,"Material  vivo  vegetal  y  animal,  accesorios  y  suministros ",10150000,"Semillas,  bulbos,  plantulas  y  esquejes ",10151500,Semillas  y  plantulas  vegetales,2026-06-18 12:27:54
